105,photo,146,1,0,145,1,0,0,0,0
106,photo,166,0,13,151,7,0,0,8,0
107,photo,190,0,31,171,0,0,0,19,0
108,photo,217,16,0,213,4,0,0,0,0
109,photo,458,14,0,451,3,4,0,0,0
110,photo,553,15,0,538,12,3,0,0,0
111,photo,203,18,11,190,7,6,0,0,0
112,photo,1005,25,1,979,16,9,1,0,0
113,video,202,145,23,182,19,0,0,0,1
114,photo,428,14,0,419,4,5,0,0,0
115,photo,479,17,0,462,10,7,0,0,0
116,video,212,116,11,201,10,1,0,0,0
117,video,225,157,17,211,14,0,0,0,0
118,video,171,46,5,156,12,2,1,0,0
119,video,247,120,16,232,14,1,0,0,0
120,video,269,453,39,242,26,1,0,0,0
121,video,258,486,32,235,23,0,0,0,0
122,photo,109,2,1,104,5,0,0,0,0
123,photo,97,5,0,96,0,1,0,0,0
124,video,280,199,25,254,24,2,0,0,0
125,video,325,77,21,293,30,1,1,0,0
126,photo,51,11,0,51,0,0,0,0,0
127,video,280,825,47,243,35,1,1,0,0
128,video,688,0,0,632,34,0,0,22,0
129,video,365,805,46,320,39,1,3,0,2
130,photo,295,5,0,295,0,0,0,0,0
131,photo,27,14,0,26,1,0,0,0,0
132,photo,15,11,0,15,0,0,0,0,0
133,photo,16,12,0,16,0,0,0,0,0
134,photo,29,12,0,29,0,0,0,0,0
135,video,28,6,0,28,0,0,0,0,0
136,photo,8,8,0,8,0,0,0,0,0
137,photo,10,9,0,10,0,0,0,0,0
138,photo,39,8,0,39,0,0,0,0,0
139,photo,49,11,0,47,2,0,0,0,0
140,video,226,449,37,189,25,1,1,10,0
141,video,104,49,13,91,12,0,0,1,0
142,photo,251,17,0,244,7,0,0,0,0
143,video,244,589,48,213,29,1,1,0,0
144,video,252,558,41,204,45,1,1,0,1
145,video,121,15,4,114,4,2,1,0,0
146,photo,321,5,0,307,11,2,1,0,0
147,photo,103,8,3,99,4,0,0,0,0
148,video,136,31,16,122,14,0,0,0,0
149,video,337,247,27,300,35,1,1,0,0
150,photo,648,13,0,627,18,3,0,0,0
151,video,175,157,14,157,18,0,0,0,0
152,video,339,424,36,296,38,1,4,0,0
153,photo,341,3,0,331,8,2,0,0,0
154,video,177,131,27,150,27,0,0,0,0
155,photo,201,0,0,195,4,2,0,0,0
156,photo,43,7,0,41,2,0,0,0,0
157,photo,40,7,0,39,1,0,0,0,0
158,photo,58,14,0,57,1,0,0,0,0
159,video,403,525,42,363,36,1,3,0,0
160,photo,148,4,3,144,4,0,0,0,0
161,photo,150,24,2,144,6,0,0,0,0
162,photo,53,12,0,53,0,0,0,0,0
163,video,298,491,46,262,34,2,0,0,0
164,photo,171,4,1,166,5,0,0,0,0
165,photo,4410,633,257,4315,73,17,5,0,0
166,video,374,588,46,327,47,0,0,0,0
167,photo,181,20,0,180,1,0,0,0,0
168,photo,267,20,1,249,8,10,0,0,0
169,photo,60,7,0,59,1,0,0,0,0
170,photo,98,23,5,95,2,1,0,0,0
171,video,26,7,0,26,0,0,0,0,0
172,photo,255,18,0,244,11,0,0,0,0
173,photo,174,6,1,167,5,2,0,0,0
174,photo,64,5,1,59,5,0,0,0,0
175,photo,62,3,0,58,4,0,0,0,0
176,video,192,417,40,168,22,1,1,0,0
177,photo,110,18,6,110,0,0,0,0,0
178,photo,119,12,7,117,2,0,0,0,0
179,photo,42,11,0,41,0,1,0,0,0
180,video,234,355,34,178,52,2,0,1,1
181,photo,54,10,0,53,1,0,0,0,0
182,photo,82,8,0,80,1,0,0,1,0
183,photo,18,8,0,18,0,0,0,0,0
184,photo,147,17,7,141,5,1,0,0,0
185,photo,80,8,0,79,1,0,0,0,0
186,video,299,564,42,262,34,1,1,0,1
187,photo,629,11,1,607,18,4,0,0,0
188,photo,69,2,0,67,2,0,0,0,0
189,video,219,110,17,190,26,1,2,0,0
190,photo,30,2,0,27,3,0,0,0,0
191,photo,65,1,0,62,2,1,0,0,0
192,photo,161,7,0,153,8,0,0,0,0
193,video,398,605,30,348,44,3,3,0,0
194,photo,47,7,0,47,0,0,0,0,0
195,photo,182,3,4,177,5,0,0,0,0
196,video,317,158,32,269,47,1,0,0,0
197,video,571,888,107,459,107,1,1,1,2
198,photo,16,10,0,15,1,0,0,0,0
199,photo,30,9,0,30,0,0,0,0,0
200,photo,57,7,0,57,0,0,0,0,0
201,photo,74,6,3,74,0,0,0,0,0
202,video,368,911,50,317,50,1,0,0,0
203,photo,19,3,0,19,0,0,0,0,0
204,photo,176,3,0,175,0,1,0,0,0
205,photo,133,7,0,133,0,0,0,0,0
206,photo,162,6,2,158,3,1,0,0,0
207,video,734,996,73,601,116,11,6,0,0
208,video,29,6,1,29,0,0,0,0,0
209,photo,43,6,0,42,1,0,0,0,0
210,photo,14,6,0,13,1,0,0,0,0
211,video,475,574,48,406,63,4,2,0,0
212,photo,50,8,2,49,1,0,0,0,0
213,photo,94,23,6,94,0,0,0,0,0
214,video,303,34,3,291,11,1,0,0,0
215,photo,168,7,1,167,1,0,0,0,0
216,photo,248,14,0,241,7,0,0,0,0
217,photo,422,6,0,410,8,3,1,0,0
218,photo,189,3,0,184,2,0,3,0,0
219,photo,390,17,2,382,5,3,0,0,0
220,photo,618,28,0,597,14,7,0,0,0
221,photo,191,2,2,188,2,1,0,0,0
222,video,321,1381,67,275,44,1,1,0,0
223,photo,364,7,2,347,15,2,0,0,0
224,photo,51,10,0,51,0,0,0,0,0
225,video,282,524,38,247,34,0,1,0,0
226,photo,369,14,1,362,7,0,0,0,0
227,photo,138,16,6,133,4,1,0,0,0
228,photo,96,9,1,93,1,2,0,0,0
229,photo,186,11,0,184,1,1,0,0,0
230,photo,487,15,0,461,14,12,0,0,0
231,video,282,19,4,257,20,3,2,0,0
232,photo,383,8,1,367,13,3,0,0,0
233,photo,216,0,1,211,5,0,0,0,0
234,photo,48,0,0,45,2,1,0,0,0
235,video,885,462,26,659,220,0,2,0,0
236,photo,185,11,1,175,10,0,0,0,0
237,photo,259,1,1,251,7,0,1,0,0
238,photo,299,9,0,291,8,0,0,0,0
239,photo,199,9,1,186,13,0,0,0,0
240,photo,717,40,1,680,30,7,0,0,0
241,photo,155,2,0,150,5,0,0,0,0
242,photo,293,8,0,282,11,0,0,0,0
243,photo,243,6,0,237,5,1,0,0,0
244,photo,264,2,0,256,2,5,0,0,0
245,photo,313,3,0,297,7,6,0,0,0
246,photo,208,1,0,201,7,0,0,0,0
247,photo,216,0,0,209,6,1,0,0,0
248,photo,247,6,0,234,9,1,0,0,0
249,photo,152,1,0,146,5,1,0,0,0
250,photo,387,3,0,368,16,1,0,0,0
251,photo,178,9,0,170,6,0,0,0,0
252,photo,218,4,0,212,5,1,0,0,0
253,photo,270,3,0,256,10,3,0,0,0
254,photo,351,4,1,344,6,0,0,0,0
255,photo,232,0,2,224,8,0,0,0,0
256,photo,252,3,0,244,4,4,0,0,0
257,photo,122,0,0,114,8,0,0,0,0
258,photo,209,4,0,199,9,1,0,0,0
259,photo,305,5,1,295,10,0,0,0,0
260,photo,71,10,2,70,1,0,0,0,0
261,photo,290,12,0,275,13,1,1,0,0
262,photo,67,6,3,66,0,1,0,0,0
263,photo,783,11,0,752,30,1,0,0,0
264,photo,77,2,0,76,1,0,0,0,0
265,video,22,0,0,22,0,0,0,0,0
266,photo,103,0,0,100,2,1,0,0,0
267,video,32,0,2,32,0,0,0,0,0
268,photo,239,5,2,229,8,0,0,2,0
269,photo,111,6,0,110,1,0,0,0,0
270,video,51,0,1,51,0,0,0,0,0
271,video,34,4,0,34,0,0,0,0,0
272,video,75,0,5,75,0,0,0,0,0
273,photo,177,2,0,173,2,2,0,0,0
274,photo,520,8,0,505,13,2,0,0,0
275,photo,134,2,0,132,2,0,0,0,0
276,photo,228,1,1,220,7,1,0,0,0
277,video,498,254,17,408,77,5,6,1,1
278,photo,166,5,2,159,7,0,0,0,0
279,video,272,265,20,228,44,0,0,0,0
280,photo,127,7,1,125,2,0,0,0,0
281,photo,30,0,0,29,0,1,0,0,0
282,photo,252,5,0,239,9,4,0,0,0
283,photo,287,0,0,286,0,1,0,0,0
284,photo,264,8,3,257,5,2,0,0,0
285,photo,152,5,1,148,3,1,0,0,0
286,photo,61,5,0,57,3,1,0,0,0
287,video,172,7,7,163,6,2,1,0,0
288,video,616,523,21,459,125,21,8,0,1
289,photo,188,0,0,184,4,0,0,0,0
290,video,593,309,23,484,99,1,4,4,1
291,photo,189,2,0,182,5,2,0,0,0
292,photo,178,5,0,175,3,0,0,0,0
293,photo,318,7,0,313,4,1,0,0,0
294,photo,362,9,0,352,7,3,0,0,0
295,photo,48,6,0,48,0,0,0,0,0
296,photo,248,1,0,244,3,1,0,0,0
297,photo,520,2,0,509,11,0,0,0,0
298,photo,97,8,2,94,3,0,0,0,0
299,photo,400,16,0,392,6,2,0,0,0
300,photo,218,0,0,212,6,0,0,0,0
301,photo,77,13,4,77,0,0,0,0,0
302,photo,204,4,0,198,3,3,0,0,0
303,photo,405,6,0,399,6,0,0,0,0
304,photo,210,0,0,204,6,0,0,0,0
305,photo,214,1,0,208,5,1,0,0,0
306,photo,374,4,0,360,7,7,0,0,0
307,photo,457,3,0,444,10,3,0,0,0
308,photo,215,0,0,205,8,2,0,0,0
309,video,7,5,0,7,0,0,0,0,0
310,photo,38,6,3,38,0,0,0,0,0
311,photo,168,1,0,168,0,0,0,0,0
312,photo,277,0,0,274,2,1,0,0,0
313,photo,196,1,0,190,6,0,0,0,0
314,photo,100,3,0,99,1,0,0,0,0
315,photo,85,4,0,79,4,2,0,0,0
316,photo,34,10,6,34,0,0,0,0,0
317,photo,41,9,0,39,1,1,0,0,0
318,photo,23,5,1,22,1,0,0,0,0
319,video,217,24,5,206,10,1,0,0,0
320,photo,161,9,2,158,3,0,0,0,0
321,photo,279,0,0,276,3,0,0,0,0
322,photo,97,9,3,95,2,0,0,0,0
323,photo,489,3,0,480,6,3,0,0,0
324,photo,245,4,0,242,3,0,0,0,0
325,photo,270,5,0,268,2,0,0,0,0
326,photo,166,11,1,165,1,0,0,0,0
327,video,121,18,3,110,11,0,0,0,0
328,photo,33,9,1,33,0,0,0,0,0
329,photo,72,1,0,72,0,0,0,0,0
330,photo,174,0,0,173,1,0,0,0,0
331,photo,192,0,0,186,3,3,0,0,0
332,video,286,61,5,250,30,5,1,0,0
333,photo,231,0,0,230,0,1,0,0,0
334,photo,138,1,0,135,2,1,0,0,0
335,photo,104,6,1,102,2,0,0,0,0
336,photo,91,10,4,90,0,1,0,0,0
337,photo,682,22,0,657,12,13,0,0,0
338,video,1379,769,69,1131,234,4,4,2,4
339,photo,629,16,1,610,16,2,1,0,0
340,video,58,4,3,58,0,0,0,0,0
341,photo,272,9,0,268,2,2,0,0,0
342,photo,213,2,2,207,6,0,0,0,0
343,photo,225,2,0,220,5,0,0,0,0
344,photo,463,48,2,450,8,4,1,0,0
345,photo,285,7,0,276,8,1,0,0,0
346,photo,526,18,0,512,12,2,0,0,0
347,photo,418,4,0,406,9,3,0,0,0
348,photo,515,10,0,505,9,0,1,0,0
349,photo,377,5,0,365,10,2,0,0,0
350,photo,1186,37,1,1161,19,6,0,0,0
351,video,591,560,49,498,84,3,4,1,1
352,photo,424,8,1,411,13,0,0,0,0
353,photo,119,16,0,105,0,0,0,8,6
354,photo,67,9,0,66,1,0,0,0,0
355,photo,439,10,3,424,15,0,0,0,0
356,photo,690,10,0,667,21,2,0,0,0
357,photo,491,16,0,478,11,2,0,0,0
358,photo,63,1,0,61,0,2,0,0,0
359,photo,320,17,0,309,9,1,1,0,0
360,video,51,8,6,51,0,0,0,0,0
361,photo,85,9,2,83,2,0,0,0,0
362,photo,99,13,0,98,1,0,0,0,0
363,photo,213,13,1,212,1,0,0,0,0
364,photo,156,12,0,154,2,0,0,0,0
365,video,204,128,4,184,17,0,2,1,0
366,photo,246,8,0,241,3,2,0,0,0
367,photo,225,2,0,219,6,0,0,0,0
368,video,256,427,30,191,62,1,2,0,0
369,photo,146,1,0,142,2,2,0,0,0
370,photo,212,0,1,206,5,0,1,0,0
371,photo,229,3,0,225,4,0,0,0,0
372,photo,66,2,0,64,1,1,0,0,0
373,photo,158,0,0,157,1,0,0,0,0
374,photo,301,7,0,288,6,6,0,1,0
375,video,88,1,0,87,1,0,0,0,0
376,video,148,54,2,126,18,4,0,0,0
377,photo,398,11,0,390,4,4,0,0,0
378,photo,89,4,0,86,3,0,0,0,0
379,photo,151,0,0,146,3,2,0,0,0
380,photo,155,5,0,152,2,0,1,0,0
381,video,109,13,0,104,5,0,0,0,0
382,video,117,16,0,104,11,2,0,0,0
383,video,112,7,0,101,11,0,0,0,0
384,photo,132,3,0,123,5,4,0,0,0
385,photo,149,3,0,142,5,2,0,0,0
386,photo,274,9,0,260,11,2,1,0,0
387,video,195,95,5,162,30,0,3,0,0
388,video,138,25,2,125,11,2,0,0,0
389,video,627,266,8,519,105,2,0,1,0
390,photo,289,23,0,279,7,3,0,0,0
391,photo,209,10,0,204,4,1,0,0,0
392,video,162,75,6,145,16,0,1,0,0
393,photo,265,11,0,259,6,0,0,0,0
394,photo,301,10,0,294,6,1,0,0,0
395,photo,213,5,0,209,4,0,0,0,0
396,photo,210,3,0,206,4,0,0,0,0
397,photo,408,11,0,393,9,6,0,0,0
398,photo,223,6,0,215,7,1,0,0,0
399,photo,359,4,0,353,5,1,0,0,0
400,photo,535,2,0,485,27,0,0,23,0
401,photo,362,10,0,354,8,0,0,0,0
402,video,266,165,10,215,42,3,4,2,0
403,photo,156,2,0,151,5,0,0,0,0
404,video,110,21,0,102,6,1,1,0,0
405,video,446,6148,120,352,80,7,5,0,2
406,photo,161,6,0,158,3,0,0,0,0
407,photo,279,8,0,273,6,0,0,0,0
408,photo,288,6,0,281,5,2,0,0,0
409,photo,230,8,0,221,8,1,0,0,0
410,photo,271,12,0,262,6,3,0,0,0
411,photo,113,2,1,107,3,2,0,1,0
412,video,256,103,16,205,47,1,2,0,1
413,photo,306,4,0,301,3,2,0,0,0
414,photo,566,10,0,548,4,14,0,0,0
415,photo,186,1,1,184,0,2,0,0,0
416,video,135,9,2,118,10,4,2,1,0
417,video,174,195,3,146,18,5,4,1,0
418,video,171,84,4,159,10,2,0,0,0
419,photo,373,8,0,365,5,3,0,0,0
420,photo,403,5,0,392,8,3,0,0,0
421,photo,139,14,0,138,1,0,0,0,0
422,photo,148,16,5,146,1,1,0,0,0
423,photo,270,8,0,265,4,1,0,0,0
424,photo,343,8,0,334,7,1,1,0,0
425,photo,254,5,0,252,2,0,0,0,0
426,photo,304,9,6,298,5,1,0,0,0
427,photo,437,6,0,433,4,0,0,0,0
428,photo,412,4,2,399,13,0,0,0,0
429,photo,183,11,0,175,6,2,0,0,0
430,photo,353,8,2,342,9,1,1,0,0
431,photo,144,14,1,142,2,0,0,0,0
432,photo,905,10,5,876,21,8,0,0,0
433,video,151,19,2,129,18,2,1,1,0
434,photo,276,4,0,264,8,3,1,0,0
435,photo,227,3,4,218,8,1,0,0,0
436,video,340,1201,47,276,55,1,6,1,1
437,photo,478,12,0,463,11,4,0,0,0
438,photo,189,22,2,185,3,1,0,0,0
439,photo,211,7,0,207,4,0,0,0,0
440,photo,296,2,0,293,3,0,0,0,0
441,video,113,15,1,100,9,1,1,2,0
442,photo,113,2,0,109,4,0,0,0,0
443,video,133,19,2,115,13,4,1,0,0
444,photo,223,3,0,213,5,5,0,0,0
445,photo,322,8,1,311,8,3,0,0,0
446,photo,235,3,0,230,4,0,1,0,0
447,photo,163,1,0,160,3,0,0,0,0
448,photo,373,4,3,367,5,1,0,0,0
449,video,249,147,8,193,50,2,4,0,0
450,photo,129,2,0,123,5,1,0,0,0
451,photo,245,7,0,234,6,4,0,1,0
452,photo,272,9,0,264,6,2,0,0,0
453,video,239,127,7,189,47,0,3,0,0
454,photo,135,9,1,131,3,1,0,0,0
455,photo,333,44,0,325,6,2,0,0,0
456,photo,96,3,0,94,2,0,0,0,0
457,photo,210,7,0,203,7,0,0,0,0
458,video,154,72,6,124,24,3,2,1,0
459,photo,192,8,0,189,3,0,0,0,0
460,photo,152,2,0,151,1,0,0,0,0
461,photo,222,3,0,216,6,0,0,0,0
462,photo,227,1,0,223,2,2,0,0,0
463,photo,542,21,1,521,11,9,1,0,0
464,video,279,274,15,233,42,4,0,0,0
465,photo,263,8,0,258,3,0,1,1,0
466,video,358,5498,94,294,57,1,5,1,0
467,video,65,4,1,65,0,0,0,0,0
468,photo,190,11,1,182,5,3,0,0,0
469,photo,320,4,1,309,10,1,0,0,0
470,photo,266,8,0,254,9,3,0,0,0
471,video,452,19013,161,353,92,2,3,2,0
472,video,543,4661,178,397,136,2,6,1,1
473,photo,278,8,0,267,9,2,0,0,0
474,video,445,432,27,315,124,2,3,0,1
475,photo,196,7,8,190,2,4,0,0,0
476,video,607,383,52,446,159,1,0,0,1
477,photo,180,4,0,166,12,2,0,0,0
478,photo,236,8,0,228,8,0,0,0,0
479,video,48,6,0,47,1,0,0,0,0
480,video,245,169,37,205,33,5,2,0,0
481,photo,133,4,2,128,5,0,0,0,0
482,photo,170,11,2,159,11,0,0,0,0
483,photo,304,13,0,294,9,1,0,0,0
484,photo,150,5,0,148,1,1,0,0,0
485,photo,387,8,0,375,9,3,0,0,0
486,video,564,20990,154,473,82,3,3,3,0
487,photo,261,36,1,256,5,0,0,0,0
488,photo,477,12,0,468,6,3,0,0,0
489,photo,154,19,7,153,1,0,0,0,0
490,photo,130,13,2,124,3,2,1,0,0
491,photo,307,0,0,294,12,0,1,0,0
492,photo,113,12,5,111,2,0,0,0,0
493,photo,77,4,2,77,0,0,0,0,0
494,video,38,4,0,37,0,0,1,0,0
495,photo,209,9,0,206,2,0,1,0,0
496,photo,99,0,3,98,1,0,0,0,0
497,video,119,8,2,113,5,1,0,0,0
498,photo,182,2,21,180,2,0,0,0,0
499,photo,155,1,4,148,4,0,0,3,0
500,video,86,0,0,76,4,0,0,6,0
501,video,124,0,0,114,4,0,0,6,0
502,video,221,1,0,211,0,8,0,2,0
503,photo,52,0,0,52,0,0,0,0,0
504,video,38,7,1,38,0,0,0,0,0
505,photo,2,0,37,2,0,0,0,0,0
506,photo,347,0,1,335,12,0,0,0,0
507,photo,99,0,30,97,2,0,0,0,0
508,photo,210,0,6,202,4,0,0,4,0
509,photo,178,0,0,171,7,0,0,0,0
510,photo,149,0,1,143,5,1,0,0,0
511,photo,77,0,1,73,0,0,0,4,0
512,photo,86,0,3,85,1,0,0,0,0
513,photo,120,0,2,119,1,0,0,0,0
514,photo,234,0,0,224,6,0,0,4,0
515,photo,280,0,1,277,3,0,0,0,0
516,photo,319,5,0,308,5,0,0,6,0
517,video,171,0,0,162,3,0,0,6,0
518,photo,251,5,0,249,0,0,0,2,0
519,video,135,0,0,128,4,1,0,2,0
520,photo,1,0,37,1,0,0,0,0,0
521,photo,1,0,1,1,0,0,0,0,0
522,photo,264,2,0,261,3,0,0,0,0
523,photo,218,2,5,214,0,0,0,4,0
524,photo,52,0,4,52,0,0,0,0,0
525,video,41,0,3,39,1,0,0,1,0
526,photo,67,0,1,66,1,0,0,0,0
527,photo,266,9,1,237,1,0,0,28,0
528,photo,165,0,0,156,5,0,0,4,0
529,video,70,0,0,66,0,0,0,4,0
530,photo,247,1,0,239,8,0,0,0,0
531,photo,379,0,0,373,3,0,0,3,0
532,photo,305,1,0,284,8,0,0,13,0
533,photo,26,0,0,23,0,3,0,0,0
534,photo,28,0,0,27,1,0,0,0,0
535,photo,37,0,0,35,2,0,0,0,0
536,photo,46,0,0,46,0,0,0,0,0
537,photo,164,2,13,150,8,0,1,5,0
538,photo,282,0,0,278,4,0,0,0,0
539,photo,68,3,0,68,0,0,0,0,0
540,photo,73,1,17,66,4,0,0,3,0
541,photo,641,0,0,628,11,2,0,0,0
542,photo,122,0,0,115,7,0,0,0,0
543,photo,654,1,50,617,32,0,0,5,0
544,photo,245,2,0,239,3,0,0,3,0
545,photo,173,0,0,173,0,0,0,0,0
546,photo,64,0,1,64,0,0,0,0,0
547,photo,495,9,227,443,42,0,0,10,0
548,photo,144,0,0,137,2,0,0,5,0
549,photo,476,3,212,452,16,0,0,8,0
550,photo,4,0,41,4,0,0,0,0,0
551,photo,48,0,1,43,1,0,0,4,0
552,photo,199,0,5,179,1,0,0,19,0
553,photo,30,0,0,30,0,0,0,0,0
554,photo,190,1,0,168,5,0,0,17,0
555,photo,96,0,5,90,0,0,0,6,0
556,photo,295,3,10,243,1,0,0,51,0
557,photo,102,0,1,87,2,0,0,13,0
558,photo,52,0,2,46,0,0,0,6,0
559,photo,71,0,5,61,0,0,0,10,0
560,photo,95,1,2,73,1,0,0,21,0
561,photo,132,10,1,124,5,1,0,2,0
562,video,63,14,0,63,0,0,0,0,0
563,photo,187,6,0,182,5,0,0,0,0
564,photo,124,2,0,119,3,2,0,0,0
565,video,296,80,5,242,44,5,3,1,1
566,video,268,46,0,231,32,3,1,0,1
567,photo,156,4,0,152,3,0,1,0,0
568,photo,148,26,0,144,4,0,0,0,0
569,photo,195,14,0,190,5,0,0,0,0
570,photo,229,7,0,220,5,4,0,0,0
571,video,111,4,0,105,6,0,0,0,0
572,video,169,34,1,148,17,4,0,0,0
573,photo,127,6,0,124,3,0,0,0,0
574,video,139,27,0,125,12,2,0,0,0
575,video,109,5,1,104,5,0,0,0,0
576,photo,148,4,0,144,4,0,0,0,0
577,video,93,14,4,89,4,0,0,0,0
578,photo,164,17,1,156,7,1,0,0,0
579,photo,153,19,1,147,3,2,1,0,0
580,photo,173,1,58,172,0,0,0,1,0
581,photo,168,1,1,160,6,2,0,0,0
582,video,51,10,1,51,0,0,0,0,0
583,photo,198,4,6,193,4,0,1,0,0
584,video,44,3,7,44,0,0,0,0,0
585,video,43,4,12,41,1,1,0,0,0
586,photo,105,3,3,101,3,1,0,0,0
587,photo,272,5,4,265,4,3,0,0,0
588,photo,148,9,6,143,2,3,0,0,0
589,photo,91,13,14,86,2,3,0,0,0
590,video,188,26,3,166,19,1,2,0,0
591,photo,60,3,0,56,1,3,0,0,0
592,photo,110,2,0,107,2,0,1,0,0
593,photo,122,18,20,120,1,1,0,0,0
594,photo,105,4,1,102,2,1,0,0,0
595,photo,56,1,0,54,1,1,0,0,0
596,photo,219,5,0,213,6,0,0,0,0
597,video,87,1,1,83,2,2,0,0,0
598,photo,109,3,0,105,2,2,0,0,0
599,photo,50,1,1,49,1,0,0,0,0
600,video,173,16,0,156,17,0,0,0,0
601,photo,101,1,0,100,1,0,0,0,0
602,video,105,8,2,97,7,0,1,0,0
603,video,89,4,1,84,5,0,0,0,0
604,photo,101,1,2,98,2,1,0,0,0
605,photo,90,4,1,88,1,0,0,1,0
606,video,113,27,0,102,11,0,0,0,0
607,photo,126,6,2,120,5,1,0,0,0
608,photo,441,31,2,423,13,2,3,0,0
609,video,302,186,3,244,50,2,4,1,1
610,video,185,40,2,171,12,2,0,0,0
611,video,155,33,0,138,16,0,0,0,1
612,photo,177,7,1,173,2,2,0,0,0
613,video,309,102,1,260,43,5,1,0,0
614,photo,326,2,1,319,7,0,0,0,0
615,photo,265,6,0,259,6,0,0,0,0
